track.name,Song_title.x,Artist,Genre,file_name,song_id,danceability,energy,key,key_name,loudness,mode,mode_name,speechiness,acousticness,instrumentalness,liveness,valence,valence_1000songs,std_valence_1000songs,arousal_1000songs,std_arousal_1000songs,tempo,track.id,track.preview_url,track.uri
NA,Swan Song,Paper Navy,Country,269.mp3,269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.044,4.3,1.8288,NA,NA,NA,NA
NA,I Do Like To Be Beside The Seaside (1907 piano roll),John H. Glover-Kind,Country,270.mp3,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,1.7288,6.1,1.7288,NA,NA,NA,NA
NA,JENNY'S THEME,Jason Shaw,Country,272.mp3,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.9551,5.9,1.912,NA,NA,NA,NA
NA,Western Country,Shake That Little Foot,Country,273.mp3,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,0.91894,5.4,1.8379,NA,NA,NA,NA
NA,Mochi,LE CLUB DES CHATS,Country,274.mp3,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2.1082,7.7,0.94868,NA,NA,NA,NA
NA,Rednecks with White Faces,Caühaüs,Country,275.mp3,275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.0801,5.3,1.4944,NA,NA,NA,NA
NA,Blackberry Hedge,Secret Jane,Country,276.mp3,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.767,6.1,1.5951,NA,NA,NA,NA
NA,ACOUSTIC BLUES,Jason Shaw,Country,278.mp3,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.7288,5.5,2.1731,NA,NA,NA,NA
NA,Party,Krestovsky,Country,279.mp3,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.4944,3.6,1.2649,NA,NA,NA,NA
NA,Upper Room,Flying Cloud,Country,280.mp3,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,1.1595,4.2,1.7512,NA,NA,NA,NA
NA,The Smiler (1907Zonophone Concert Band),Percy Wenrich,Country,281.mp3,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.2472,5.4,2.4129,NA,NA,NA,NA
NA,Have You Seen It,Dr. Frankenstein,Country,282.mp3,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,0.78881,3.2,1.7512,NA,NA,NA,NA
NA,Last Dance,Jahzzar,Country,284.mp3,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.2293,4.4,1.5776,NA,NA,NA,NA
NA,Death Valley Waltz,Lucas Gonze,Country,285.mp3,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.4491,3.5,1.0801,NA,NA,NA,NA
NA,Z. Brewster,Scott Joplin-Maple Leaf Rag (1899 Geisz version),Country,286.mp3,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.9692,5.7,2.0575,NA,NA,NA,NA
NA,WORDS,Jason Shaw,Country,288.mp3,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.8738,3.5,1.9579,NA,NA,NA,NA
NA,Pine Apple Rag (1908 piano roll),Scott Joplin,Country,289.mp3,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.0593,5.7,2.0028,NA,NA,NA,NA
NA,The City,Abe Sada,Country,290.mp3,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,1.6633,2.1,0.8756,NA,NA,NA,NA
NA,Horror Show,Stompin' Riff Raffs,Country,292.mp3,292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,0.96609,7.3,1.0593,NA,NA,NA,NA
NA,Ayahuasca,Party People in a Can,Country,293.mp3,293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.044,6.3,1.7029,NA,NA,NA,NA
NA,Chinese Blues (1916 George Gershwin piano roll),Moore and Gardner,Country,294.mp3,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,2.0138,5.5,2.2236,NA,NA,NA,NA
NA,RUNNING WATERS,Jason Shaw,Country,299.mp3,299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.3375,2.8,1.9889,NA,NA,NA,NA
NA,Never Turnin' Back (Live @ KEXP),Shane Tutmarc,Country,301.mp3,301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.8288,3.2,1.5492,NA,NA,NA,NA
NA,Danger Behind The Wheel (Live @ KEXP),Rose's Pawn Shop,Country,302.mp3,302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.5635,6.6,2.319,NA,NA,NA,NA
NA,American English,The Canoes,Country,303.mp3,303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.8379,7,1.1547,NA,NA,NA,NA
NA,Frog Legs Rag (1906 piano roll),James Scott,Country,306.mp3,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.8288,5.7,2.3118,NA,NA,NA,NA
NA,Turkey in the Straw,Shake That Little Foot,Country,307.mp3,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1.4757,6.1,1.1005,NA,NA,NA,NA
NA,WHEELS,Jason Shaw,Country,308.mp3,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.96609,4.3,1.767,NA,NA,NA,NA
NA,Theme for  The Mad Thinker,Dr. Frankenstein,Country,309.mp3,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.8738,5.3,1.767,NA,NA,NA,NA
NA,Neighborhood Funeral Dress,Mr. & Mrs. Smith,Country,310.mp3,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,1.0593,2.1,0.8756,NA,NA,NA,NA
NA,Wild Guide,Austin Leonard Jones,Country,312.mp3,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.6865,4.6,1.3499,NA,NA,NA,NA
NA,TRAVEL LIGHT,Jason Shaw,Country,313.mp3,313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.3375,3.6,1.4298,NA,NA,NA,NA
NA,Scotland the Brave,Shake That Little Foot,Country,315.mp3,315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,0.84984,6.4,1.5055,NA,NA,NA,NA
NA,Rose Water,Waylon Thornton,Country,317.mp3,317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,1.4181,6.1,1.792,NA,NA,NA,NA
NA,Emergency Exit,Dr. Frankenstein,Country,318.mp3,318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.5239,5.9,1.792,NA,NA,NA,NA
NA,Frog In The Well,Lucas Gonze,Country,319.mp3,319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.84327,4.5,2.0683,NA,NA,NA,NA
NA,99 Chicks,Stompin' Riff Raffs,Country,320.mp3,320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.5055,7.4,1.3499,NA,NA,NA,NA
NA,Necrófago,Dr. Frankenstein,Country,321.mp3,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1.8257,7.3,0.82327,NA,NA,NA,NA
NA,Pilgim Song (Live @ KEXP),The Water Tower Bucket Boys,Country,323.mp3,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7273,1.5551,4.8182,1.4709,NA,NA,NA,NA
NA,SERENITY,Jason Shaw,Country,324.mp3,324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,1.4944,3.3,1.767,NA,NA,NA,NA
NA,THINGAMAJIG,Jason Shaw,Country,326.mp3,326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,1.3166,5.4,1.6465,NA,NA,NA,NA
NA,Imna 'Merican,U Can Unlearn Guitar,Country,328.mp3,328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.201,5.2,1.6865,NA,NA,NA,NA
NA,Cars and Parties,Edith Frost,Country,329.mp3,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,2.3476,3.3,2.406,NA,NA,NA,NA
NA,Loco Two,Vonn Krapp Family,Country,330.mp3,330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,1.9692,5.9,2.4244,NA,NA,NA,NA
NA,FUNKY JUNKY,Jason Shaw,Country,332.mp3,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,0.8756,5.5,1.1785,NA,NA,NA,NA
NA,Live at the Winston,Thee Irma & Louise,Country,333.mp3,333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.792,6.7,1.6364,NA,NA,NA,NA
NA,Childhood Days,Universal Jubilaires,Country,334.mp3,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,2.0248,5.9,1.7288,NA,NA,NA,NA
NA,Help You (Live @ KEXP),Trampled By Turtles,Country,335.mp3,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1.3984,6.8,1.5492,NA,NA,NA,NA
NA,Rock n Roll McDonald's,The Shut-Ins,Country,336.mp3,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.5776,6.1,1.5951,NA,NA,NA,NA
NA,Southern Gothic,Bureaucratica,Country,338.mp3,338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.5492,3,0.8165,NA,NA,NA,NA
NA,ROCKY TOP,Jason Shaw,Country,339.mp3,339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,1.1972,5.9,1.6633,NA,NA,NA,NA
NA,30 Days in the Workhouse,Peter Case,Country,340.mp3,340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2.0111,3.8,2.4855,NA,NA,NA,NA
NA,Columbine,Audra Kubat,Country,341.mp3,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.7764,3.8,1.8738,NA,NA,NA,NA
NA,ACOUSTIC MEDITATION,Jason Shaw,Country,342.mp3,342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.2336,4,2.1602,NA,NA,NA,NA
NA,ONE FINE DAY,Jason Shaw,Country,344.mp3,344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.6865,4.6,1.8379,NA,NA,NA,NA
NA,You Shake Me,Stompin' Riff Raffs,Country,345.mp3,345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.9579,7.2,1.6193,NA,NA,NA,NA
NA,TENNESEE HAYRIDE,Jason Shaw,Country,346.mp3,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,1.6364,6.7,1.0593,NA,NA,NA,NA
NA,I Wish I Was A Headlight,Austin Leonard Jones,Country,348.mp3,348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.8288,5,1.633,NA,NA,NA,NA
NA,There Were Some Famous Artists,Jim Long,Country,349.mp3,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,1.9889,4.6,1.7764,NA,NA,NA,NA
NA,BACK TO THE WOODS,Jason Shaw,Country,350.mp3,350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.9003,6,2,NA,NA,NA,NA
NA,Talk About Suffering,Lucas Gonze,Country,352.mp3,352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.5092,5.5,1.4337,NA,NA,NA,NA
NA,If Not For Your Sweet Heart,Eric Villa,Country,354.mp3,354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.3499,7.1,0.99443,NA,NA,NA,NA
NA,Check Girl,Al Duvall-Stuck On A Hat,Country,355.mp3,355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.2693,5.1,1.912,NA,NA,NA,NA
NA,SNAPPY,Jason Shaw,Country,356.mp3,356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.4298,4.6,1.9551,NA,NA,NA,NA
NA,Love Song To Little Trees,Bill Crosson,Country,358.mp3,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,1.6865,5.6,1.5055,NA,NA,NA,NA
NA,Bed,Jahzzar,Country,359.mp3,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,1.7029,2.5,1.1785,NA,NA,NA,NA
NA,NICE AND EASY,Jason Shaw,Country,360.mp3,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.6499,2.5,1.4337,NA,NA,NA,NA
NA,AUTUMN SUNSET,Jason Shaw,Country,361.mp3,361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3636,1.6895,2.5455,1.3685,NA,NA,NA,NA
NA,RIVER MEDITATION,Jason Shaw,Country,362.mp3,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,0.8756,4,1.7638,NA,NA,NA,NA
NA,MOUNTAIN SUN,Jason Shaw,Country,364.mp3,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,1.1785,5.5,1.5092,NA,NA,NA,NA
NA,Waterbound,Shake That Little Foot,Country,365.mp3,365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,0.8756,6,1.633,NA,NA,NA,NA
NA,Dirty Fingernails,Golden Boys,Country,366.mp3,366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.3703,6.9,0.99443,NA,NA,NA,NA
NA,Mr,Mr. & Mrs. Smith,Country,369.mp3,369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,0.84327,2.9,0.73786,NA,NA,NA,NA
NA,Will,Stapleton Brothers-Call of the Whip-Poor,Country,371.mp3,371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,1.075,5.2,1.6865,NA,NA,NA,NA
NA,Gambler's Blues,The Crevulators,Country,374.mp3,374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,1.1972,7,1.0541,NA,NA,NA,NA
NA,Bit a Bullet,Mr. & Mrs. Smith,Country,375.mp3,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,1.7512,1.9,0.73786,NA,NA,NA,NA
NA,Night Owl,Broke For Free,Electronic,376.mp3,376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.1972,5,1.5635,NA,NA,NA,NA
NA,Deep Sky Blue,Graphiqs Groove,Electronic,378.mp3,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.7288,5.5,1.9003,NA,NA,NA,NA
NA,Chantiers Navals 412,LJ Kruzer,Electronic,379.mp3,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.1972,1.9,0.99443,NA,NA,NA,NA
NA,Five Minutes at the Rainforest Cafe,Macaw,Electronic,380.mp3,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,2.1499,5.6,1.3499,NA,NA,NA,NA
NA,DnB Mix (Germany),Hot Fire-Them Never Love No Bans,Electronic,381.mp3,381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,1.1595,6,1.7638,NA,NA,NA,NA
NA,Neuroleptic trio instrumental 5,Neuroleptic Trio,Electronic,383.mp3,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6,1.6465,4.2,2.201,NA,NA,NA,NA
NA,As Colorful As Ever,Broke For Free,Electronic,386.mp3,386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,1.8409,5,1.1547,NA,NA,NA,NA
NA,Memories Of Thailand (Beat Doctor's 'stuck in Britain' remix),Risey,Electronic,387.mp3,387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,2.6583,6.2,2.3944,NA,NA,NA,NA
NA,Midori,Beat Culture,Electronic,390.mp3,390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,0.63246,5.7,1.0593,NA,NA,NA,NA
NA,Another Position (original mix),Morphamish,Electronic,391.mp3,391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,0.99443,5.5,1.6499,NA,NA,NA,NA
NA,Ode To A Baby Snowstorm,Ghostly Dust Machine,Electronic,392.mp3,392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.5492,3.4,1.7764,NA,NA,NA,NA
NA,Spectrum (Subdiffusion Mix),Foniqz,Electronic,395.mp3,395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,1.4757,6.7,1.3375,NA,NA,NA,NA
NA,Waking Up (Instrumental),Dexter Britain,Electronic,399.mp3,399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1.0541,6.7,0.94868,NA,NA,NA,NA
NA,Run The Tape,Asthmatic Astronaut,Electronic,400.mp3,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.1738,5.1,1.792,NA,NA,NA,NA
NA,Something Elated,Broke For Free,Electronic,401.mp3,401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,1.2649,5.5,1.5092,NA,NA,NA,NA
NA,Flying pea v,Daddy_Scrabble,Electronic,403.mp3,403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.7512,5.1,1.7288,NA,NA,NA,NA
NA,Calm The Fuck Down,Broke For Free,Electronic,404.mp3,404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1.3984,6.9,1.4491,NA,NA,NA,NA
NA,My God Those Legs,Smersh,Electronic,406.mp3,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2.3118,5.3,2.2136,NA,NA,NA,NA
NA,april deegee rmx,Digi G'Alessio-ekiti son feat valeska,Electronic,407.mp3,407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.7159,4.3,1.767,NA,NA,NA,NA
NA,snow world under the white moon,EeL,Electronic,408.mp3,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,2.1318,6.6,2.5033,NA,NA,NA,NA
NA,Twinkling,Zero V,Electronic,410.mp3,410,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.792,3.8,2.0976,NA,NA,NA,NA
NA,Dubsteady,Phoniandflore,Electronic,415.mp3,415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.9322,6,1.1547,NA,NA,NA,NA
NA,Please Mind the Dubstep,Bitbasic,Electronic,416.mp3,416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.6865,5.5,1.8409,NA,NA,NA,NA
NA,over and under,Antiphon,Electronic,419.mp3,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1.4907,3.3,2.1108,NA,NA,NA,NA
NA,90,Casetofoane,Electronic,420.mp3,420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,1.3499,4.5,1.354,NA,NA,NA,NA
NA,Moonlight and Roses,Lee Rosevere,Electronic,422.mp3,422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,2.5841,2.8,1.8135,NA,NA,NA,NA
NA,My Pretty Looking Clothes,Glass Boy,Electronic,423.mp3,423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.4152,5.2,2.6162,NA,NA,NA,NA
NA,Whispering Through,Asura,Electronic,426.mp3,426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.4944,5.3,1.767,NA,NA,NA,NA
NA,Enthusiast,Tours,Electronic,427.mp3,427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,0.78881,5.2,1.5492,NA,NA,NA,NA
NA,Black Gloves,Vitus Von Degen,Electronic,430.mp3,430,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,1.1005,4,2.357,NA,NA,NA,NA
NA,Dub steps,Dub Terminator,Electronic,431.mp3,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.0138,6.1,1.8529,NA,NA,NA,NA
NA,Barbarian,Pierlo,Electronic,432.mp3,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,1.767,5.3,2.1108,NA,NA,NA,NA
NA,Warm Up Suit,Broke For Free,Electronic,435.mp3,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.5951,4.5,1.8409,NA,NA,NA,NA
NA,raw instrumental pt,Digi G'Alessio,Electronic,436.mp3,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.9322,4.3,2.1108,NA,NA,NA,NA
NA,Night Beach,Psychadelik Pedestrian,Electronic,437.mp3,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3,2.2136,5.2,1.9322,NA,NA,NA,NA
NA,Singing Forest,M.W.D.,Electronic,441.mp3,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,1.5951,4.6,1.7764,NA,NA,NA,NA
NA,Arrogalla remix feat Andrea Congia],Volfoniq-Memori [Amentu Segretu,Electronic,442.mp3,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,1.6499,4.1,1.9692,NA,NA,NA,NA
NA,People Living And Leaving Big Citys,Augustus Bro & Gallery Six,Electronic,444.mp3,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,1.2693,2.3,1.1595,NA,NA,NA,NA
NA,Casual Graphic Designer,Bacalao,Electronic,445.mp3,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,1.7127,2.4,1.075,NA,NA,NA,NA
NA,Destination,Anitek,Electronic,448.mp3,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3333,2.1213,6.5556,2.1279,NA,NA,NA,NA
NA,simple,Orbique,Electronic,449.mp3,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.9322,3.6,2.1705,NA,NA,NA,NA
NA,Grief And Sleep,Ghosts,Electronic,450.mp3,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.8257,4.1,2.1318,NA,NA,NA,NA
NA,Smoothest Runes,Thick Business,Electronic,451.mp3,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.8974,4.9,1.3703,NA,NA,NA,NA
NA,La (instrumental),YACHT-Shangri,Electronic,452.mp3,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,0.91894,5.6,1.6465,NA,NA,NA,NA
NA,Only Instrumental,Broke For Free,Electronic,453.mp3,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.2649,4.6,1.8974,NA,NA,NA,NA
NA,Steppin,Wake,Electronic,454.mp3,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,1.5492,5,2.582,NA,NA,NA,NA
NA,Crack in Time,Stickfigure,Electronic,456.mp3,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,1.3375,6.1,2.846,NA,NA,NA,NA
NA,Night Fly,Nameless Dancers,Electronic,458.mp3,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.8856,3.4,1.7764,NA,NA,NA,NA
NA,Cryin in the Delta Wind,Mutherpluckin' B,Electronic,459.mp3,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,1.2867,6.3,0.82327,NA,NA,NA,NA
NA,Inner Demon,Flex Vector,Electronic,460.mp3,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,1.8135,3.8,2.201,NA,NA,NA,NA
NA,Ocean Breeze,Sycamore Drive,Electronic,461.mp3,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,1.6465,4.8,1.4757,NA,NA,NA,NA
NA,Ironic (feat,Morsa-Erotic Post,Electronic,462.mp3,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,2.1705,5.8,1.7512,NA,NA,NA,NA
NA,Overlay Star,Lomovolokno,Electronic,463.mp3,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,1.767,5,2.1602,NA,NA,NA,NA
NA,Ropes,Plurabelle,Electronic,464.mp3,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,1.5776,5.1,1.2867,NA,NA,NA,NA
NA,Forever falling up,Fanas,Electronic,466.mp3,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,1.2867,6.6,1.6465,NA,NA,NA,NA
NA,Runtime error,Peter Sharp,Electronic,467.mp3,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,1.2293,5.7,2.3118,NA,NA,NA,NA
NA,Hiss,Zero V,Electronic,468.mp3,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2.2706,3.6,1.7127,NA,NA,NA,NA
NA,Knock Knock,Broke For Free,Electronic,469.mp3,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,0.94868,5.1,1.6633,NA,NA,NA,NA
NA,I,Listen With Sarah,Electronic,472.mp3,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,1.6193,6.5,2.2236,NA,NA,NA,NA
NA,SmurfPulser,Illocanblo,Electronic,473.mp3,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,2.3214,7.1,1.2867,NA,NA,NA,NA
NA,Ooo,Morphamish + MAKO,Electronic,475.mp3,475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2.1082,5.6,2.1187,NA,NA,NA,NA
NA,Initiation,Zero V,Electronic,478.mp3,478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,1.1353,2.8,1.2293,NA,NA,NA,NA
NA,Not Found (Invisible),Jiony,Electronic,479.mp3,479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,0.94868,4.5,1.9003,NA,NA,NA,NA
NA,entry,Lee Rosevere-Chapter Seven - Re,Electronic,480.mp3,480,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,1.1972,2.7,1.7029,NA,NA,NA,NA
